title,speakernum,start,end,spreker,majority_speaker,majority_perc,closest_speaker,closest_dist,text
sven20231106,SPEAKER_11,280.5857385398981,291.4346349745331,n,,0.7435897435897436,n,0.9131862809689869," Dus dat is precies wat hij niet wil. U vreest voor een toenemend conservatisme om u heen. Absoluut.

 Is dat ook niet precies waar uw eigen verkiezingsprogramma toe gaat leiden als je eerlijk bent?"
sven20231106,SPEAKER_13,292.3174872665535,323.9983022071308,dassen,dassen,0.8909090909090909,dassen,0.4329438857950071," Ons verkiezingsprogramma gaat er juist voor zorgen dat de grote uitdagingen van vandaag opgelost gaan worden.

 Wat zegt elke lijsttrekker? Wat we op dit moment zien is dat Europese landen niet voldoende samenwerken om de Europese uitdagingen als klimaat, migratie, digitalisering op te lossen.

 Dat leidt toe stijgend wantrouwen. Dat leidt toe populisme. En dat leidt uiteindelijk ook dat mensen bang zijn voor de toekomst.

 Wij hebben een programma wat heel duidelijke keuzes maakt om die toekomst vorm te geven.

 En daar gaan wij mee de barricades op. Want daarmee geloof ik dat we Nederland een mooier land kunnen maken."
sven20231106,SPEAKER_11,319.5500848896435,336.6298811544991,n,,0.7435897435897436,n,0.8584806349806174," Meneer Dasser, we moeten praten van harte welkom hier op NPO Radio 1 en op NPO Politiek. Van harte welkom bij Sven op 1. Dank u wel.

 Als je ergens voor betaalt, mag je er dan ook al iets over te zeggen hebben, vindt u?"
sven20231106,SPEAKER_13,338.00509337860785,365.30560271646857,dassen,dassen,0.8909090909090909,dassen,0.5575232774787252," Ik denk dat u nu doelt dat op het moment dat wij als Nederland betalen aan de Europese Unie, aftrachten geven, dat u dan nu zegt dan moeten we daar als Nederland wat over te zeggen hebben.

 Ik bedoel het nog iets anders."
sven20231106,SPEAKER_11,352.6570458404075,370.2122241086588,n,,0.7435897435897436,dassen,0.6299412910377739," Ik vind dat wij als Nederlanders daadwerkelijk iets over de richting van de Europese Unie te zeggen moeten hebben.

 En dat doen we op dit moment op een hele ondemocratische en niet transparante manier.

 Als u dan meer gaat betalen, mag je dan iets meer te zeggen hebben of neemt u er dan genoegen mee dat je iets minder te zeggen hebt?"
sven20231106,SPEAKER_13,370.2122241086588,371.9269949066214,dassen,dassen,0.8909090909090909,dassen,0.7672858871038958, Uiteindelijk gaat het erom dat Europeanen het voor het zeggen hebben.
sven20231106,SPEAKER_13,371.9779286926995,381.36672325976235,dassen,dassen,0.8909090909090909,dassen,0.6066801745193044, Het gaat meer om de Nederlanders.
sven20231106,SPEAKER_11,373.2682512733446,381.62139219015285,n,,0.7435897435897436,dassen,0.612030970972171," Nee, uiteindelijk gaat elke Europeaan over de richting van Europa. Net als dat elke Nederlander daar ook op zou mogen stemmen."
sven20231106,SPEAKER_13,381.62139219015285,386.20543293718174,dassen,dassen,0.8909090909090909,dassen,0.6443119685154567," En ik vind dus ook dat we de Europese Unie moeten hervormen, zodat het gaat werken voor alle Europese landen."
sven20231106,SPEAKER_11,387.00339558573853,397.7843803056028,n,,0.7435897435897436,n,0.9657613830124918," Daar gaan we allemaal over praten. Maar even, laten we zeggen, het principiële uitgangspunt.

 Als je ergens voor betaalt mag je er dan iets over te zeggen hebben. Als je iets meer betaalt mag je er dan iets meer over te zeggen hebben.

 Ja, ik probeer even te zoeken waar u precies naartoe gaat."
sven20231106,SPEAKER_11,400.0084889643464,415.0,n,,0.7435897435897436,wilders,0.9261575448895216," Gewoon even de antwoord op deze principie. Stel, u koopt een huis.

 En dat huis, dat is een duurder huis dan wat u nu hebt."
sven20231106,SPEAKER_13,406.9864176570459,415.0339558573854,dassen,dassen,0.8909090909090909,wilders,0.9165347165718052," En kunt u dan iets te zeggen hebben over de badkamer bijvoorbeeld, over de kleur van de verre van de buitenkant?"
sven20231106,SPEAKER_13,416.0016977928693,431.11205432937186,dassen,dassen,0.8909090909090909,dassen,0.5170269271288409," Als u een brood koopt, dan heeft u wat te zeggen over het brood.

 Maar de Europese Unie, de manier hoe wij met elkaar samenwerken, is het niet zo dat degene die op dit moment een grotere bijdrage eraan levert, dat die daar ook meer over te zeggen zou moeten hebben."
sven20231106,SPEAKER_13,431.45161290322585,436.78268251273346,dassen,dassen,0.8909090909090909,dassen,0.6161052792598724," We leven namelijk in een democratie. En degene die daar wat over te zeggen mogen hebben, dat zijn de mensen, dat zijn de burgers, dat zijn de Europeanen."
sven20231106,SPEAKER_13,437.20713073005095,438.63327674023776,dassen,dassen,0.8909090909090909,dassen,0.8353070774897075, Die bepalen uiteindelijk die richting. Dus de macht van het getal.
sven20231106,SPEAKER_13,438.66723259762307,459.43123938879455,dassen,dassen,0.8909090909090909,dassen,0.6131715702844748," Dus laten we zeggen, de lidstaat met het grootste aantal inwoners heeft uiteindelijk het meeste te zeggen.

 Nee, elke Europeaan heeft evenveel te zeggen. Dat is uiteindelijk de kracht van een democratie.

 Net als dat in Nederland, elke Nederlander evenveel heeft te zeggen bij de komende verkiezingen.

 Elke stem telt evenveel. Niet de ene provincie meer dan de ander. Elke stem telt evenveel."
sven20231106,SPEAKER_11,456.4770797962649,490.9762308998303,n,,0.7435897435897436,wilders,0.8532564545510193," Maar de optelsom van de stemmen bepaalt wie er bijvoorbeeld in een regering terecht komt en wie niet.

 Zeker. Dat is inderdaad hoe een democratie functioneert.

 Democratie is de stem van de meerderheid met in acht nemen van de rechten van de minderheid.

 Dat is de globale definitie die altijd wordt gegranteerd.

 Ik doelde eigenlijk op het feit dat u toe wil naar een Europees Belastingstelsel.

 Dus naar een fiscale Unie zoals dat dan heet.

 Dat betekent over het algemeen, dat lees ik op andere punten in uw verkiezingsprogramma, dat de sterkste schouders de zwaarste lasten dragen.

 Klopt. Dat geldt dan ook voor de Europese Unie neem ik aan."
sven20231106,SPEAKER_13,491.33276740237693,504.2869269949066,dassen,dassen,0.8909090909090909,dassen,0.5592906324359526," Ja, zeker. Dus op dit moment zie je dat de Europese landen zich nog veel te veel tegen elkaar laten uitspelen door bepaalde grote multinationals.

 Wij zeggen dat moet je niet meer willen. Ik bedoel meer de rijkdom van een land."
sven20231106,SPEAKER_11,500.6706281833616,517.2241086587437,n,,0.7435897435897436,wilders,0.908939670707316," Dus Nederland is met de Duitsers bijvoorbeeld. Wij behoren tot de rijkste landen van de Europese Unie.

 Dus dan gaan wij ook met z'n allen meer geld in die Europese pot stoppen.

 Als de sterkste schouders de zwaarste lasten moeten dragen."
sven20231106,SPEAKER_13,517.4448217317488,538.7521222410867,dassen,dassen,0.8909090909090909,dassen,0.5064438670881739," Kijk, op dit moment gebeurt dat. De sterkste schouders dragen de zwaarste lasten.

 Overigens is ook Italië doet een hele grote bijdrage.

 Maar uiteindelijk willen we er ook naartoe dat de Europese Unie in staat is om juist zelf belasting te heffen.

 Bijvoorbeeld om te zorgen dat grote multinationals een eerlijke belasting bijdragen, zodat we naar een rechtvaardigere samenleving gaan."
sven20231106,SPEAKER_11,538.5314091680814,556.1544991511037,n,,0.7435897435897436,wilders,0.9280906789612151," Maar het gaat mij om de burgers, niet om de multinationals. Het gaat mij om de burgers.

 Dus wie meer verdient, ook in harde euro's, gaat dan meer betalen in een progressief belastingsysteem. Waar of niet?

 Absoluut. Dus dan gaan Nederlanders meer betalen? Nee, nee, dat hoeft helemaal niet zo te zijn.

 Natuurlijk wel. Als rijke landen sterkere schouders hebben, dan gaan ze toch meer betalen?"
sven20231106,SPEAKER_13,556.1544991511037,595.0339558573853,dassen,dassen,0.8909090909090909,dassen,0.5138219688569381," Nou kijk, uiteindelijk is het natuurlijk zo dat de manier waarop je de Europese Unie inricht, is heel bepalend.

 Kijk, en op dit moment zie je dat Nederland als land meer profiteert van bijvoorbeeld de euro dan dat de Italianen doen.

 Dat komt omdat wij in dezelfde muntunie zitten. Maar voor ons is de euro heel goedkoop.

 Voor de Italianen is de euro heel duur. En daardoor verdienen wij er ontzettend veel aan.

 En uiteindelijk is het dan ook zo dat op het moment dat je er meer aan verdient, dan moet je ook zorgen dat je daar een eerlijke aftracht voor doet.

 Om te zorgen dat we als continent, als geheel, rijker worden met elkaar.

 Want waar profiteert Nederland het meeste van? Waar worden wij rijker van? Als de landen om ons heen ook rijker worden."
sven20231106,SPEAKER_11,595.0339558573853,603.1663837011884,n,,0.7435897435897436,n,0.9113230056311977," Maar dat heeft te maken met onze open economie en dat wij ook heel veel exporteren en importeren vanuit Europa.

 Wij zijn een handelsland. Italië is meer een producerend land."
sven20231106,SPEAKER_13,603.9473684210527,644.3378607809848,dassen,dassen,0.8909090909090909,dassen,0.5011017950098351," Dat heeft er ook mee te maken. Maar het heeft er ook mee te maken dat de Italianen gebukt gaan onder een hele grote staatsschuld die ze nog van vroeger uit hebben.

 Hoeveel is dat per procentueel?

 Ik vergeet niet dat de Italianen in de afgelopen 30 jaar altijd een primair begrotingsoverschot hebben gehad.

 Wat betekent dat ze altijd een plus hebben gehad totdat er rentebetalingen erbij kwamen.

 Omdat zij nog een hele oude staatsschuld hebben. En daar zijn zij gebukt onder.

 De mogelijkheid die zij niet meer hebben die ze vroeger wel hadden was dat ze de munt konden devalueren.

 Dat kan nu niet. En dat betekent dat wij er ook voor moeten zorgen dat we de investeringen in Italië op pijl weten te houden.

 En dat er confidentie binnen de Europese Unie plaatsvindt."
sven20231106,SPEAKER_11,644.3378607809848,660.1612903225807,n,,0.7435897435897436,wilders,0.8914856233172762," Sterker nog, u wilt dat de procentuele schuld die je mag hebben op basis van je brutonationaal product, wat je met elkaar verdient in een jaar, dat dat omhoog kan.

 Het is nu 60% binnen de Europese begrotingsregels. U wilt naar, ik geloof uit mijn hoofd, 90%."
sven20231106,SPEAKER_13,659.7198641765704,686.3412563667232,dassen,dassen,0.8909090909090909,dassen,0.4846148506143079," Naar 90%. In Italië zit het op? Ik geloof 120.

 Dus dan zijn ze er nog niet.

 Nee, dan zijn ze er nog niet. En daarin zie je op dit moment dat de stringente begrotingsregels die wij binnen de Europese Unie hebben, juist ons in de voet snijden.

 Want die Italianen zullen ook moeten investeren om klimaatverandering tegen te gaan.

 Om te zorgen dat digitalisering wordt vormgegeven. Om te zorgen dat we samen de economie verduurzamen."
sven20231106,SPEAKER_13,686.578947368421,690.5517826825128,dassen,dassen,0.8909090909090909,dassen,0.5916553020407265," Dat geld hebben zij op dit moment niet, omdat ze vastzitten aan die begrotingsregels."
sven20231106,SPEAKER_11,689.7368421052631,691.8590831918507,n,,0.7435897435897436,n,1.0160104717127914, Maar dan hadden ze misschien iets eerder moeten hervormen.
sven20231106,SPEAKER_13,692.0288624787777,729.4142614601019,dassen,dassen,0.8909090909090909,dassen,0.4413834346287893," Nou, daar moeten wij ze dus bij helpen.

 Waarom?

 Omdat we daar zelf uiteindelijk beter van worden. Dan worden we zelf rijker van.

 En omdat we in Europa gezamenlijk ons veiligheidsbeleid moeten voormgeven. Omdat we samen klimaatverandering aan moeten pakken.

 Dus dan kun je wel zeggen, waarom moeten wij dan anderen helpen? Omdat we daar zelf beter van worden.

 En op het moment dat we hebben bijvoorbeeld gezien bij de coronacrisis.

 Wat ik heel sterk vond wat de Europese Unie uiteindelijk heeft gedaan.

 Is dat we een gezamenlijk fonds hebben opgezet.

 Waarmee aan de ene kant hervormingen doorgevoerd moeten worden.

 Om uiteindelijk de economie sterker te maken.

 Maar tegelijkertijd, door ook investeringen juist in de klimaattransitie worden gedaan.

 En ook in digitalisering."
sven20231106,SPEAKER_11,695.1018675721562,756.0016977928692,n,,0.7435897435897436,dassen,0.5870137911590099," Ja, dat was een gemeenschappelijk fonds waarbij we verantwoordelijk werden voor elkaars schulden.

 Dat was precies wat Nederland heel lang niet wilde.

 En waar u van vindt dat we dat eigenlijk in een groter geheel wat vaker zouden moeten doen.

 Sterker nog, binnen een fiscale Unie.

 Ga je dat doen? Word je verantwoordelijk voor elkaars schulden?

 Worden wij dan verantwoordelijk voor de financiële rommel die er in bijvoorbeeld Italië.

 Maar ook in andere landen is aangericht?"
sven20231106,SPEAKER_13,756.0016977928692,775.0,dassen,dassen,0.8909090909090909,dassen,0.4512803255874201," Weet je wat de kracht zou zijn als we het op een andere manier gaan organiseren?

 En Klaas Knot van de DNB die zegt dat ook.

 Als je nou zorgt dat je op Europees niveau dan wel belastingen gaat heffen.

 Dan wel gezamenlijke schulden uit gaat geven.

 Om uiteindelijk in publieke investeringen te doen.

 Bijvoorbeeld in klimaatverandering, in defensie, in digitalisering."
sven20231106,SPEAKER_13,775.1867572156198,792.1646859083191,dassen,dassen,0.8909090909090909,dassen,0.5007153030070348," Dan helpt dat ook om te zorgen dat op nationaal niveau landen hun schulden weer af kunnen bouwen.

 Maar vergeet niet hè.

 Als wij niet bereid zijn om met elkaar nu ook te investeren in klimaatverandering.

 Dan gaat ons dat allemaal enorm veel kosten.

 Dus uiteindelijk is het puur eigenbelang om dat op een goede manier te organiseren."
sven20231106,SPEAKER_11,792.1646859083191,808.5483870967741,n,,0.7435897435897436,wilders,0.881193129415081," Maar goed we hebben ooit 700 miljoen euro besteed aan Europese projecten vanuit de Europese commissie.

 Voor klimaatverandering, om landen die dat niet zelf konden betalen of daar moeite mee hadden te helpen.

 De Europese rekenkamer is, nou het heeft niet zoveel uitgemaakt.

 Het geld is niet per se heel erg doelmatig besteed."
sven20231106,SPEAKER_13,808.8709677419356,828.0390492359932,dassen,dassen,0.8909090909090909,dassen,0.486415341785381," Dus daarom zeggen wij ook van zorg dat je dat nog beter investeert met elkaar.

 Ook op Europees niveau.

 Dat je gezamenlijk echt Europees klimaatbeleid gaat voeren.

 Dus een gezamenlijk waterstof netwerk bijvoorbeeld aan gaat leggen.

 Dat wordt op dit moment nog niet gedaan.

 Dan kun je ook zorgen dat je die klimaattransitie veel sneller gaat realiseren.

 Maar dan moet je dat wel op Europees niveau durven te doen."
sven20231106,SPEAKER_11,814.0492359932089,833.4040747028862,n,,0.7435897435897436,dassen,0.5403702602408013," Ja over klimaat gesproken. U bent voor kernenergie inmiddels toch?

 Ja.

 Ja, Volt Duitsland niet. Hoe kan dat?"
sven20231106,SPEAKER_13,833.4040747028862,853.4550084889643,dassen,dassen,0.8909090909090909,dassen,0.48559954668652766," Kijk Volt Europa heeft het standpunt dat kernenergie in de mix mogelijk moet zijn.

 En wij vinden dat dat op dit moment noodzakelijk is.

 Volt Duitsland heeft aangegeven.

 Wij kijken er wel naar als het wat verder is.

 Maar op dit moment zien zij het niet als de oplossing voor de huidige energiemix daar."
sven20231106,SPEAKER_13,853.7945670628183,858.3786078098472,dassen,dassen,0.8909090909090909,dassen,0.6786317712023454, Juist omdat er nu hele grote investeringen zijn gedaan die kernenergie doen sluiten.
sven20231106,SPEAKER_11,859.2444821731749,863.4550084889643,n,,0.7435897435897436,wilders,0.9773402464619888, Maar hangt het standpunt van Volt dan af van welke lokale afdeling je treft?
sven20231106,SPEAKER_13,863.4550084889643,870.144312393888,dassen,dassen,0.8909090909090909,dassen,0.6122576678684973," Nee, uiteindelijk niet.

 Want uiteindelijk zien we wel allemaal energie als toekomstig onderdeel van de energiemix."
sven20231106,SPEAKER_11,870.195246179966,885.0848896434636,n,,0.7435897435897436,wilders,0.8264238725989239," U wilt dat de Europese Raad van Regeringsleiders,

 waar premier Rutte ook altijd bij zit, en de Franse president en de Duitse bondskanselier,

 dat die beduidend minder te zeggen krijgt.

 Klopt.

 Eigenlijk alleen nog maar een adviserende rol krijgt."
sven20231106,SPEAKER_13,885.7640067911716,891.9269949066213,dassen,dassen,0.8909090909090909,dassen,0.6511967877285929," Kijk wij willen uiteindelijk dat wij als Europeanen heel goed vertegenwoordigd zijn.

 Want dat zijn we op dit moment onvoldoende."
sven20231106,SPEAKER_13,891.9609507640068,899.8387096774193,dassen,dassen,0.8909090909090909,dassen,0.6372921302311881," Dus wij willen dat het Europees parlement meer rechten krijgt.

 Recht van initiatief.

 En dat dat ook echt het orgaan is waar wij met z'n allen op stemmen."
sven20231106,SPEAKER_13,900.025466893039,903.132427843803,dassen,dassen,0.8909090909090909,dassen,0.7341511703907592, En vanuit daar dat er een Europese regering wordt.
sven20231106,SPEAKER_11,902.6570458404076,904.7623089983022,n,,0.7435897435897436,wilders,1.0839860829989836," Zoals we dat in Nederland ook kennen, maar dan in Brussel.

 Precies."
sven20231106,SPEAKER_11,904.7792869269949,910.3820033955858,n,,0.7435897435897436,wilders,0.9252181973406193," En die Europese Raad van Regeringsleiders moet dan een tootje lager gaan zingen.

 Mag alleen om advies uitbrengen."
sven20231106,SPEAKER_13,910.5517826825128,920.8404074702887,dassen,dassen,0.8909090909090909,dassen,0.653492842995217," Inderdaad.

 Uiteindelijk komt er een Europese senaat waar zij ook rechtstreeks in gekozen worden.

 Waar de landen dan in vertegenwoordigd zijn.

 Net als dat we nu bijvoorbeeld in de Eerste Kamer hebben."
sven20231106,SPEAKER_11,920.8404074702887,924.9660441426147,n,,0.7435897435897436,wilders,0.9058518317322795," Dus de regeringsleiders, de president en de primeers, die komen terecht in de Eerste Kamer."
sven20231106,SPEAKER_13,925.1188455008489,950.2801358234296,dassen,dassen,0.8909090909090909,dassen,0.4847598248097789," Kijk, want wat je op dit moment ziet, is dat het nog steeds voor het buitenland onduidelijk is van...

 als je Europa belt, wie krijg je dan aan de telefoon?"
sven20231106,SPEAKER_11,932.911714770798,951.9439728353141,n,,0.7435897435897436,dassen,0.5239868736914164," Oeselaar van der Leyen heeft ervoor gezorgd dat ze Oeselaar van der Leyen belde de afgelopen jaren.

 We hebben het nu gezien bij het Midden-Oosten.

 Het conflict Israël en Gaza.

 We hebben de resolutie afgelopen week gehad.

 Elk Europees land stemt op een andere manier.

 Dat betekent dat Europa niet met één stem in de wereld praat.

 Omdat we het niet eens zijn met elkaar binnen Europa."
sven20231106,SPEAKER_13,951.9439728353141,979.9915110356537,dassen,dassen,0.8909090909090909,dassen,0.42995024401539406," En dat betekent dat dus andere landen onze zwakte voelen.

 En in een wereld die steeds vijandiger wordt en die steeds agressiever wordt.

 Met China, met de Verenigde Staten, die een totaal andere koers aan het varen is.

 Moeten wij zorgen dat we in Europa met één mond gaan spreken.

 Dat betekent dat we hervormingen moeten doorvoeren.

 En dat we dus inderdaad moeten toewerken naar een Europese regering..."
sven20231106,SPEAKER_11,952.0118845500849,986.018675721562,n,,0.7435897435897436,dassen,0.4419796771296209," met een minister van Buitenlandse Zaken die namens de Europese Unie zich in de wereld kan uitspreken.

 U wilt ook een Europees leger.

 Klopt.

 Wie bepaalt dan of we ten strijde trekken en dat de oorlog begint?"
sven20231106,SPEAKER_13,986.018675721562,1013.6078098471987,dassen,dassen,0.8909090909090909,dassen,0.4604523720947596," Kijk, op dit moment, vandaag in de peilingen in de Verenigde Staten...

 loopt Donald Trump voor op Biden.

 Donald Trump wil zich terugtrekken uit de NAVO.

 Er is een oorlog op het Europees continent.

 En wij zijn volledig afhankelijk van de Verenigde Staten.

 Willen wij dan voor onze veiligheid gokken op de afhankelijkheid van de Verenigde Staten?

 Nou, ik zeg van niet.

 Daar moeten we niet op willen gokken.

 Dus u wilt een Europees leger.

 Dan moeten we nu meer in Europa gaan samenwerken."
sven20231106,SPEAKER_11,1012.4193548387098,1015.2207130730051,n,,0.7435897435897436,wilders,1.05099074039759, Maar wie neemt dan de beslissing dat we ten strijde trekken?
sven20231106,SPEAKER_13,1014.2529711375212,1033.7436332767402,dassen,dassen,0.8909090909090909,dassen,0.5382885902907577," Ik kom daar naartoe.

 Want je wil uiteindelijk een Europese defensiemacht.

 Echt een eigen Europese defensie-industrie.

 Daar geeft ook de commandant van strijdkrachten van aan.

 We moeten nu aan de slag.

 En uiteindelijk willen we dat natuurlijk ook democratisch legitimeren.

 Dus op het moment dat we echt een volwaardig democratische Europese Unie hebben..."
sven20231106,SPEAKER_13,1033.93039049236,1045.067911714771,dassen,dassen,0.8909090909090909,dassen,0.5650005681896968," dan staat de Europese defensiemacht onder die democratische controle.

 En dan zal er net als in Nederland via een artikel 100 procedure...

 bepaald kunnen worden of er een uitzending plaatsvindt."
sven20231106,SPEAKER_11,1033.981324278438,1048.8709677419356,n,,0.7435897435897436,dassen,0.5771010589564439, Dus dan verliest Nederland als individuele lidstaat zo'n zwaartmacht?
sven20231106,SPEAKER_13,1049.7368421052633,1060.7555178268253,dassen,dassen,0.8909090909090909,dassen,0.5567401393424379," Dan versterken wij Europa op het wereldtoneel.

 En zorgen we ervoor dat we ons staande kunnen houden...

 in een tijd waarin China en de Verenigde Staten op het wereldtoneel..."
sven20231106,SPEAKER_11,1060.0933786078099,1076.0016977928694,n,,0.7435897435897436,wilders,0.8811485741677731," Maar stel dat mevrouw van der Leijen in dit geval democratisch verkozen zou zijn...

 dan zou zij met haar kabinet de eurocommissarissen beslissen...

 of we bijvoorbeeld richting Irak of in Afghaan...

 gaan vechten zoals dat in het verleden het geval is geweest."
sven20231106,SPEAKER_13,1076.0016977928694,1088.2597623089982,dassen,dassen,0.8909090909090909,dassen,0.5269659116564535," Uiteindelijk beslist dan het Europees parlement...

 want die geven goedkeuring, net als dat we dat in Nederland doen...

 of inderdaad er een uitzending zal plaatsvinden.

 En dat is de democratische controle die nodig is.

 Laat ik even wel wezen."
sven20231106,SPEAKER_13,1088.9388794567062,1111.6553480475382,dassen,dassen,0.8909090909090909,dassen,0.4302379706953117," Als wij niet met elkaar beseffen dat in deze wereld...

 met China, met de Verenigde Staten...

 en we blijven denken dat we zaken in Nederland kunnen oplossen met elkaar...

 dan zullen we ervoor zorgen dat China en de Verenigde Staten...

 ons compleet tegen elkaar uitspeelden.

 Vandaag las ik dat de foreign policy officer van de Financial Times..."
sven20231106,SPEAKER_13,1111.910016977929,1117.9032258064517,dassen,dassen,0.8909090909090909,dassen,0.5673242220810788," die geeft aan dat er in de Verenigde Staten en in Azië...

 over Europa wordt gesproken als irrelevant."
sven20231106,SPEAKER_13,1118.2937181663838,1135.0,dassen,dassen,0.8909090909090909,dassen,0.42201946695690506," Dat is de richting die wij met elkaar opgaan.

 En dus zullen we in Europa de keuze moeten maken...

 gaan we voor meer samenwerking, gaan we ons kunnen handhaven in deze wereld...

 of zeggen we in Nederland, net als wat ik nu de hele tijd in deze campagne zie...

 nee, we blijven het allemaal nationaal doen...

 want dan kunnen we ons welstaande houden in de wereld."
