.id,publisher,won
51f6499fe54ad8cbe81ac8b0e393a40b5f2dfe6d5b97ed5ecbf266d4,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
383e3b3b76a60b7e383ffda2ba83cca0dd019f92b5797f3135599f0f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
8e694f6c4a3a393053ddcb2c34530161ea557115905a79836b6e7261,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
829aa28bdf4bbe435aa11c7f97754a94d06168aecfbcb71afbd9efd3,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
8a68bf38d13fa43d56bb9e772e2481b0a2e915a0ebcb643a5f83f4c1,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
b685025bb3fc75511ad01323e7a9e9b19e5b6bc11fd9cd270f2502b6,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
39840ce4c2aec3f59bea3dbebfa1bec8dd28fe5cb3b7051c55f5ff75,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
afd420b2ac900106598d410eaf9e9573c20fceb32b51973f65a5cbea,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
151f76a0de93b58c1b518459ebd7c0fdf626def82cc054d00f8f5137,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
34ed9813ad0a52ba8b81f92bda1dbeb915da02147e43b2b17d446b98,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
397c5bc9fd2360b9cdee6a0f1084f87d3b789ce7f817f30d0ab384a4,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
3f327d1139e54775e87842373d8ff259943a0263dbf7a04a1c88fc90,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
eb7b668e7ed4ed167f240fd676c6c88cee6c3142be08fd47682a1951,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
c7a387739ed6f49515ebba002a3f64f00d90cba2908106d9317b7d07,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
860959368ca5e9e623687623cb0cf42add22a2f06a0a380a8aeff5ca,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
c075e8557af1769809b933cb6a938d1b9f654825b30f87078ce994b0,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
cdc5754763255f3afc66e66020f5dfa56dd1c103feac31afcb03d544,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
ccbaa46ea640444a874e881aad6bc34a0d804da74aec204229ff4647,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
322382ed2989ab5d24b1b8f51dfebc73650717598333764525c13749,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
67162ae3e5aecfe49be6218972243844da511164e29a24f180e0fdd4,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
6c6aac91ffcb48d98427a0097a9b59fff74956456a7e444cc74b2540,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
ddc8189c828335ba01a4ce1513daa559ab33c92ca020d33c18330457,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
511f5c6ca53ab10bd74a169a2891f12d8791a7eed81e9336992bfc25,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
841e35681027d8497e8f5d86a97abd1297aac72a9c6efb276a98fa11,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
fd6c84b66ea4eb029cd13018d5a8db35995a876d16bee1cfd3306811,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
002f48fdc16ea1cdd6d415471b580308460e85a1c318c62d53d69e5e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
d5a82e4518a39f0b8653c8a7e8b4f4bb0875ba701ba87c227fa6c35e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
6c23e3851247193f9ddcb8fe0df20023f8df7e5f4bdf992a045eb439,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
a9e83171826f29047be18eb1b1fe8418ffca6ab1bd1acda43c7f20e4,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
8ead0e950c26f7a3d4c5ff0d9551d8116cb304c448b3924db5ee621c,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
5b0cfff809bd6ffb09a994ba28b3607aa68f6aa772f7e412b67f6f9f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02444001
1d776f49d10948ad1d66cfa16cfe54e85a86f8184f8bd44a05e59c22,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
36d830521fdcafb76fbe420c5ef3244f4100cea2bbb7c3202d163e2c,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
d9f14a3aedf715a4963173d90fc7589aa5370633e259226e031832be,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
3ece807f6de1d5f2ed4a60ae8b0e2dc33c5850a4f214f89b3df16b2a,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
65c883f0b9c658482bd466c7c57254ec7fa535522726f25811d920e2,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
26378c409bf844eac4ce83cb16aff243e13e92cd7bf01f8814807204,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
ebad8f3f136cb1dd48fff126cfd812d246fa202fb82e7215c13fbc23,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
417331699f0711648394f13b6b582800b096d28e42d3f4fb5feb357d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
a4e7636f02122a655a7f651288e6dcdfac752b5cb02553f30d55b3d0,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
b8a656214c051cf6773240ff5f04af1215acaf68b7c780ae11d969df,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
52b9092914e65282a3ed8edf964f5700032934c92dbab0c97dc90dcd,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
ff17779c9bd16a6db971aa3da687d0c93c5363902aa41ce608ab271f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
ebae8f97dc735ad2fba1d388b55fb6218028244a28c13e776d6c0507,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
d84057b96c8a88adf0fcab20a26f89b90c97a75e6d25fe0f48eccfe1,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
4a4aaa0bc05d7afcb4bac1b19f15a427862dd88f30f18055e11c1049,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
72ea59792a5902902c33b538fb0793438ca9fe549b652027622c6dc1,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
7040dcfbdcde8018ef490b8f45a67931814b931d910fc51543a9ee00,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
bd20c3ee38c95b6f4d24eeeca0116ac3a58998d89420e95eacc889cb,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
7cc3efc65bbb31f392f21cc50baab24bcb9db783909d8e48459c10f9,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
e0fbea346f1e71cb3b058e5806326ebc5f6282c418854597c189bc9e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
ae3f0254100b741cb3ffcdaa99c8e1b2d5a01426abf63ca46d5c231e,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
049c12793801ef5d7aaa701bcd329651a8528d03e885cffd99294981,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
4170a98b133c1c31d2b105c4a822df0336dafef7a2a43e7006391325,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
515222526ed7f207c91c8daba14b5ff0433a9ac2ed8406b51f6ee7bb,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
4ffc9b940f856be24a19e93f190f5c5b783eaad7f2dcbf9dc37753e9,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
f6d3aef8bcb6f2953b73e1634429a59d75bbc5689fc7d59193344234,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
177bf7d5a2c8c5b20a94537f46bee9bdb68f95ca87378465988f3d73,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
f31ea9932322783442bfb8be4271796c6b6259b50ea9482537d39edf,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
8824da218972da81623b246219f3c1ceae6947bb8c59178179ead4ae,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
5670ae6e40475211c5dbb4793f4d46d0447d498f5978b70763972dbc,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
d6f95f817de1ab511054caf351b5a071d6471def01ff89e18ed00e4d,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
2f8b63420c322a3c5b7f4082ce10abb9083452f5fde70bd2cf9e5df1,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
81a5ab67cd74bb7b5e1135d8f64fb8fa7833a2a39dd538b1fa8c6181,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
3bfd0594cd84993f8ba448d45b945a9a09ee49dccd26aa313aef0d17,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
e8ce29ba3ca3802405a6c87df9ba87705a2e0c12d89ca42131b2033c,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
7f3c5c4f05d6449959094900696a28af3b432158b373784853619e80,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
a0b7aded12cd508bfb356affc514125d8021e1f757269273b763f12b,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
d3adff06a7cd13c29f8d49d27bd8004ea369ac3e9b3b5e13b29e72cb,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
ea0c9427ae04a95ffe0924bf25baf08d7670327f995b51fa7dd0abb3,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
94009bb5f999d16356fa086b928c527bd4e924700fe4d4d63c6559d3,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
3e658b7a8801f355b12b5b9911a3b808e72d72a0e73453196fe99d56,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
b9ee445860739256fe81b2c6e24c4c2b606e7345bb4191e85a9d8890,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
e21f3b81db7ef71e39e8b13e4b9919728f6bc6324cbe0094c2b99db1,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
d339f46ece19c4f2adb59f2a0e37b29958c8a638c67960aeaec5a1f9,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
625615ff1cd72c1463d18628dd078aa547aa6a26fdc70704957869fe,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
5f7c833c6015c80dbe80cd4e55978d17c0959322b291b3279215270c,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
c17cf7e1e25dc3919894af9d09164b0b2d51e42b8d5ee11c94cacf7f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
2093faae103bd49d24dc1aeb92bd6259692cbd40e9ca916f9c7060b1,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
16be0f7e860f3320c1f79350bfe40b40bc9d657a4affad4442eada06,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
e0d864522c0d63d4e4b0806078831637a5a9983fac8010e59310002b,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
80599d62602bcd0a361d7353d046d3d150981eab4b005546bf80d58f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
78f612185c3a7c1d2aa1e1be0f0a7fd9bf043c003c254bbece10044f,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
65d755733bc1766c532a2b44f19361c68bcac4b952b60a9e80da4484,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
1d1235e41b289cfc46ce4e5b5576a8b192ef43f6468ee5cad6bc07cf,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
a2f8769ce08f39d4752dfac028f80b0b3c1cb0438c165c5dc641e508,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
474f85e212b1fa461e23f28d5e559479c7b26a165aca9427c1cae3ff,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
56ff07dae0ee16a1032ba2f275266a4bc2acfbacb91f7c5e532e2cda,WNL GOEDEMORGEN NEDERLAND - Goedemorgen Nederland,WON02440010
