won,speakernum,start,end,spreker,majority_speaker,majority_perc,closest_speaker,closest_dist,text
WON02440979,SPEAKER_05,239.04074702886248,252.6400679117148,,,0.9274193548387096,Frans Timmermans,0.9250359691690645," Zo bedoel ik het in ieder geval niet.

 Nu is dat tussen de 7 en 11 zetels volgens de peilingwijzer."
WON02440979,SPEAKER_05,253.11544991511036,258.68421052631584,,,0.9274193548387096,Thierry Baudet,1.0231552654942273," U weet hoe betrekkelijk sprookjes kunnen zijn.

 Vindt u dat u daar Pieter Omtzigt voor moet waarschuwen?"
WON02440979,SPEAKER_03,259.7538200339559,280.36502546689303,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.607994513205623," Wat Pieter doet, moet Pieter doen.

 Wij focussen op onze eigen partij en verhaal.

 Wij gaan nu overal het land in.

 Dat doen we ook buiten campagnetijd.

 Ik denk dat Pieter heel goed weet wat het is om hoog te zitten...

 en ook laag te zitten.

 Hij zit al 20 jaar in de Kamer."
WON02440979,SPEAKER_05,280.36502546689303,281.7572156196944,,,0.9274193548387096,Geert Wilders,1.0169509096069043, Wat doet hij heel goed dat u nu laat liggen?
WON02440979,SPEAKER_03,283.50594227504246,287.6994906621393,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Wybren van Haga,0.969421546070982," Ik laat niks liggen.

 Als je naar die cijfers kijkt, kennelijk wel."
WON02440979,SPEAKER_03,288.00509337860785,325.1188455008489,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.602517519533165," Op 12 maart afgelopen jaar werden wij door Maurice de Hond...

 gepeild voor de Eerste Kamer op 7 tot 8 zetels.

 Dat werden er 16.

 Nu worden er bij Maurice de Hond op 9 gepeild.

 Dat geeft ruimte voor te denken dat dat aanzienlijk meer kan worden.

 Daar ben ik van overtuigd.

 Er worden er zeker meer dan 9.

 Wij wisten in maart dat Pieter met een nieuwe partij zou komen...

 en dat wij daar wat op zouden inleveren.

 Andere partijen hebben daar wat op ingeleverd.

 Wat Pieter goed of fout doet, daar ga ik niet over."
WON02440979,SPEAKER_05,325.1188455008489,339.02376910016983,,,0.9274193548387096,Thierry Baudet,0.9331245011998361," Wij zijn BBB.

 U kreeg kritiek op de inhoud.

 U kreeg kritiek op het feit dat u het programma niet liet doorrekenen...

 door het Centraal Planbureau.

 Dat is toch ook een voorwaarde voor betrouwbare politiek?"
WON02440979,SPEAKER_03,339.63497453310697,369.9915110356536,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5291730808200282," Ik heb me enorm verbaasd over dat iedereen...

 de mensen in het land niet, hoor.

 Die zijn totaal niet bezig met of je doorrekent of niet.

 De mensen in het land zijn bezig met hoe we dit land gaan herstellen.

 Krijgen we de zorg op orde?

 Kan ik mijn rekeningen betalen?

 Kan mijn zoon een woning krijgen?

 Dat is wat de mensen in het land bezighoudt.

 De politie is alleen maar bezig met of je wel of geen CPB hebt...

 of je het 1 miljard of 4 miljard hebt."
WON02440979,SPEAKER_05,369.9915110356536,377.37691001697794,,,0.9274193548387096,Thierry Baudet,0.9279944802719512," Dat vindt u dus een soort vreemde.

 Dat vindt u onbelangrijk omdat de mensen in het land dat niet belangrijk vinden."
WON02440979,SPEAKER_03,377.37691001697794,396.2224108658744,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5265132879981539," Het CPB-rapport zijn ook weer modellen.

 De werkelijkheid is anders.

 Nederland is het enige land waar politiek rapporten doorrekent.

 Wat ik belangrijk vind, is hoe we de ouderenzorg, de gehandicaptenzorg...

 de ziekenhuiszorg, hoe gaan we dat op orde krijgen?"
WON02440979,SPEAKER_05,395.39049235993207,414.4057724957555,,,0.9274193548387096,Thierry Baudet,0.967540411526801," Dat heeft te maken met hoe concreet je plannen zijn.

 Wim Suijker, de oud-CPB-medewerker, zit op een zolderkamer...

 en die rekent toch de dingen door die niet bij het CPB zijn aangeboden.

 Hij zegt dat het te beperkt is uitgewerkt..."
WON02440979,SPEAKER_03,399.8387096774194,438.80305602716476,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.7787791621194144," om te kunnen zeggen of de plannen haalbaar zijn of niet.

 Trekt u zich dat aan?

 Nee, want wij kijken naar de toekomst.

 We zien dat we eindelijk een langjarige visie gaan maken op Nederland.

 Na anderhalf jaar kabinet zitten we alles weer door te rekenen.

 Andere kabinetten en partijen hebben jarenlang alles doorgerekend...

 maar het land is een puinhoop geworden."
WON02440979,SPEAKER_05,438.42954159592534,451.62139219015285,,,0.9274193548387096,Thierry Baudet,0.9437498089940165," Dus zo goed zijn die doorrekeningen daar ook niet.

 Het geeft wel aan welke keuzes je maakt.

 Het bepaalt of je die keuzes kunt maken.

 Je kunt niet oneindig geld uitgeven.

 Dat u die onderbouwing niet wilt geven."
WON02440979,SPEAKER_03,451.62139219015285,512.23259762309,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.47102301347087094," Als wij...

 Zeker. Waarschijnlijk kost het ontzettend veel geld.

 Echt ontzettend veel geld om alles te herstellen wat kapot is gemaakt.

 Hoeveel weten we niet.

 Het zal veel geld kosten.

 Op de langere termijn zal het ook geld opleveren.

 Dan kun je tegen partijen die niet laten doorrekenen zeggen...

 dat het erg is dat ze dat niet laten doen.

 Er is een situatie.

 Die is er niet.

 Die is niet als een hagelbui op ons afgekomen.

 De vorige coalities hebben deze puinhoop veroorzaakt.

 Die zal hersteld moeten worden.

 Die zal waarschijnlijk veel geld kosten.

 Als we daardoor de staatsschuld iets moeten laten oplopen...

 dan moet dat.

 Maar wij gaan voor de menselijke maat...

 dat mensen een goed leven hebben...

 hun rekening kunnen betalen...

 dat de woningbouw op orde komt...

 en dat er nu mensen in ziekenhuisbedden liggen...

 dat ze daar niet thuis horen."
WON02440979,SPEAKER_05,508.66723259762307,512.9796264855688,,,0.9274193548387096,Caroline van der Plas,0.8774795456573388, Dat is wel een belangrijk punt.
WON02440979,SPEAKER_03,513.30220713073,525.7130730050933,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5166555352216717," U maakt het punt duidelijk.

 Dat vind ik belangrijk.

 Dat is waar Nederland bezig is."
WON02440979,SPEAKER_05,516.3412563667232,528.5314091680814,,,0.9274193548387096,Caroline van der Plas,0.5927289549421075," Die is niet bezig met...

 die gaat niet op 1 november in het stemhokje staan...

 die heeft het rapport laten doorrekenen, daar ga ik op stemmen."
WON02440979,SPEAKER_05,528.8200339558573,540.5857385398981,,,0.9274193548387096,Thierry Baudet,0.9764365180892174," Laten we het hebben over de eerste B van BBB.

 Die van de boeren.

 Het landbouwakkoord is geklapt.

 Onduidelijkheid is nog steeds troef voor boeren.

 Wat belooft u de boeren?"
WON02440979,SPEAKER_03,540.5857385398981,596.7826825127333,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5064460783629284," Ik beloof de boeren dat ik...

 Mede daardoor ben ik in de Kamer gegaan...

 dat ik voor ze zal strijden.

 Dat is de belofte die je kan maken.

 Maar ook hier hebben we met een onbetrouwbare overheid te maken.

 Gisteren zegt minister van Landbouw Piet Adema...

 dat het stikstofbeleid compleet doorgeslagen is.

 Een modellenbeleid dat niet werkbaar is.

 Dan word ik boos.

 Ik word niet zo snel boos, maar dan word ik wel boos.

 Dan denk ik, dit had Piet twee jaar...

 of in ieder geval vanaf dat hij in het kabinet zit...

 dit had hij allang kunnen doen.

 Er is ontzettend veel ellende over de boeren gestort.

 Ze zijn de grootste vervuilers, gifspuiters, dierenbeulen.

 Er is geen toekomst meer voor ze.

 Ze zijn al decennia bezig met het verduurzamen.

 Nu, anderhalve week voor de verkiezingen...

 wordt nu gezegd dat het doorgeslagen is."
WON02440979,SPEAKER_05,595.4584040747029,610.653650254669,,,0.9274193548387096,Thierry Baudet,0.9052766633601853," De werkelijkheid is dat zo meteen tegenstrevers aan het woord komen...

 waarvan de een vindt dat de veestapel voor de helft moet worden ingekrompen...

 en de ander vindt dat het voor 75 procent moet."
WON02440979,SPEAKER_03,610.8064516129032,654.5076400679118,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.580017290099157," Dat is wat er nu aan de hand is.

 Dat moeten ze lekker vinden.

 De verantwoordelijkheid staat daar anders tegenover.

 De veestapel zal krimpen.

 Dat zal op een natuurlijke manier gaan.

 Boeren hebben geen opvolger, ze stoppen...

 of ze hebben de bak van al die framing op hun.

 Dus die veestapel zal sowieso inkrimpen.

 Maar of dat de heilige graal is, dat is maar de vraag.

 Ondanks heeft de NOS zelf een onderzoek gedaan.

 Die heeft zelf gesteld uit dat onderzoek...

 dat de stikstofreductie maar 2,5 procent zou zijn.

 En daar gaan wij miljarden in een fonds...

 om ervoor te zorgen dat de veestapel zal krimpen."
WON02440979,SPEAKER_03,655.1867572156198,668.4634974533108,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.615714338678846," Dan denk ik 2,5 procent.

 Ik heb zo vaak aan Christiaan de van der Wal gevraagd...

 weten we wat we aan het doen zijn?

 Weten we wat voor effect dat gaat hebben?

 Ook op de bedrijven om de agrarische sector."
WON02440979,SPEAKER_05,666.867572156197,698.5653650254669,,,0.9274193548387096,Thierry Baudet,0.9324463741978061," Dat is onvoldoende.

 Toch, u zegt dat u gaat strijden voor de boeren.

 Missen ook de boeren het perspectief ook bij u?

 Er is het blad Nieuwe Oogst, vakblad van de agrarische sector.

 Er is een enquête gehouden door dat blad.

 Die wordt binnenkort gepubliceerd.

 Maandag komt hij online, vrijdag in het weekblad.

 2500 boeren en agrarische ondernemers.

 De steun voor uw partij onder hen was in september 69 procent.

 Dat is gedaald naar 53 procent."
WON02440979,SPEAKER_03,698.5653650254669,714.7113752122241,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5970210014863808," Trekt u zich dat aan?

 Deze cijfers zijn nieuw voor mij.

 Wij horen nog steeds dat veel boeren op ons zullen stemmen.

 Dat zal op 22 november blijken.

 Ik weet niet naar welke partijen die zijn gegaan."
WON02440979,SPEAKER_05,712.8268251273344,723.8455008488963,,,0.9274193548387096,,0.9609915206652727," De steun is toegenomen van de boeren en andere agrarische ondernemers...

 voor VVD, NSC, Peter Omtzigt, en het CDA."
WON02440979,SPEAKER_03,724.0152801358233,747.9202037351442,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.49973182487101103," VVD en CDA hebben in de vorige coalities gezeten.

 De ellende voor de boeren is onder die partijen begonnen.

 Peter Omtzigt heeft in zijn verkiezingsprogramma een krimp...

 van de varkenshouderij van 25 procent en de melkveehouderij van 10 procent.

 Hij wil naar een grondgebonden veehouderij.

 Dat zal voor veel boeren een eindeverhaal betekenen."
WON02440979,SPEAKER_05,747.6315789473683,754.8471986417658,,,0.9274193548387096,Thierry Baudet,0.9625769113990152," Toch keren ze zich af van u, deze boeren, en gaan ze naar NSC."
WON02440979,SPEAKER_03,753.2852292020373,783.0475382003397,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5722449831231182," Dat is uw achterban. Wat is daar gebeurd?

 Het zijn misschien ook momentopnames geweest.

 Dat weet ik niet. We zullen het op 22 november zien.

 Ik ga uit van heel veel vertrouwen van boeren in BBB.

 Daar gaan we nog steeds van uit.

 Dat gaan we zien. Maar als zij op die andere partijen willen stemmen...

 dan moeten ze wel weten wat daar de gevolgen van zijn.

 Het kan zijn dat het beleid dat is ingezet...

 gewoon hetzelfde blijft of nog erger wordt.

 Dat wil ik ze dan even meegeven."
WON02440979,SPEAKER_05,783.5568760611206,790.704584040747,,,0.9274193548387096,Thierry Baudet,0.9962254721271379," Eigenlijk zit u op roze.

 U heeft dankzij de Provinciale Statenverkiezingen...

 16 zetels in de Eerste Kamer."
WON02440979,SPEAKER_05,792.062818336163,794.0152801358233,,,0.9274193548387096,Geert Wilders,1.0248881104851129," Ja, zeker. Strategisch heeft u deze verkiezing al gewonnen."
WON02440979,SPEAKER_03,794.5415959252971,811.9100169779288,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.6509713599615631," Ja, dat geef ik heel veel mensen ook mee.

 Zeker mensen die twijfelen tussen NSC en BBB.

 NSC heeft nul zetels in de Eerste Kamer. Wij hebben er 16.

 Onze onderhandelingspositie, ook bij coalitieonderhandelingen...

 die zal best stevig kunnen zijn."
WON02440979,SPEAKER_05,811.6723259762309,820.2292020373513,,,0.9274193548387096,Frans Timmermans,0.9054147278405041," Dus houdt u rekening met deelname aan een nieuw kabinet?

 Zeker.

 Bent u al bezig met de voorbereiding?

 Bent u al mensen aan het benaderen, bewindspersonen?

 Zeker."
WON02440979,SPEAKER_05,820.9083191850593,822.0458404074702,,,0.9274193548387096,Thierry Baudet,1.0929924417199504, Kunt u daar meer over zeggen?
WON02440979,SPEAKER_03,822.0458404074702,828.3276740237691,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.8505807828158335," We hebben Gijs Tuinman al...

 Als minister van Defensie gevraagd.

 Dat is onze nummer drie."
WON02440979,SPEAKER_03,828.9219015280137,842.962648556876,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.727765299169202," Mona Keijzer is dan degene die premier zou worden...

 mocht u daarom worden gevraagd.

 Ik heb al vaker gezegd...

 Aalt Dijkhuizen, voormalig bestuursvoorzitter...

 van Wageningen Universiteit, staat al heel lang op mijn lijst...

 als de minister van Landbouw."
WON02440979,SPEAKER_05,842.6570458404076,846.06960950764,,,0.9274193548387096,Frans Timmermans,0.9740982353932786," Gaat u niet te hard?

 U rekent al een beetje op de overwinning."
WON02440979,SPEAKER_03,846.06960950764,848.0220713073006,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.784546924354867," Je moet wel een beetje voorbereid zijn, toch?"
WON02440979,SPEAKER_03,848.7181663837011,852.6570458404076,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.6608291970545564," Straks heb je onderhandelingen, wie wil je minister worden?

 Dan moet ik zeggen, dat weet ik niet."
WON02440979,SPEAKER_05,852.6570458404076,865.1528013582342,,,0.9274193548387096,Thierry Baudet,0.9255166211304597," Maar goed, die onderhandelingen, als die er zijn...

 dan moet NSC denk ik wel wat doen...

 aan bijvoorbeeld het standpunt over de intensieve veehouderij.

 Als u met hem, met Pieter Omtzigt zou willen samenwerken."
WON02440979,SPEAKER_03,853.0305602716469,865.6960950764008,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Thierry Baudet,0.9286982589915175," Want dat standpunt bevalt u helemaal niet, toch?"
WON02440979,SPEAKER_03,866.0016977928692,879.9915110356537,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.6208819348189973," Dat is gewoon heel slecht voor de sector...

 maar ook voor de bedrijvigheid eromheen.

 We hebben Cor Pierik, die staat bij ons op nummer zes.

 Dat is landbouweconom en voormalig statisticus...

 bij het Centraal Bureau voor de Statistiek."
WON02440979,SPEAKER_03,880.195246179966,887.1052631578948,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.6868835569659519," Die heeft uitgerekend voor ons dat de plannen van Pieter...

 1,7 miljard gaan kosten en 20.000 banen."
WON02440979,SPEAKER_05,887.1052631578948,888.4634974533108,,,0.9274193548387096,Frans Timmermans,1.207238615117396, Dus ja... Dus daar moet wat gebeuren.
WON02440979,SPEAKER_03,887.6825127334466,891.5704584040748,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.7076536624649311, Daar moet zeker wat gebeuren. Maar ik ga nog met Pieter praten.
WON02440979,SPEAKER_05,891.3497453310697,898.7521222410867,,,0.9274193548387096,Thierry Baudet,1.0103387693345929," Dus zo makkelijk zal het nog misschien niet zijn...

 om een kabinet te vormen met tegelijkertijd de belofte die u doet...

 ik strijd voor de boeren."
WON02440979,SPEAKER_03,899.125636672326,905.5602716468591,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.8147747678223125," Ik denk dat kabinetsonderhandelingen nooit makkelijk zijn.

 Ik wil met één ander punt nog met u hebben..."
WON02440979,SPEAKER_05,906.2563667232598,919.0067911714771,,,0.9274193548387096,,0.954482919399688," aan het eind van dit gesprek. Migratie.

 Als het gaat over migratie, dan bent u glashelder.

 U zegt... U geeft onmiddellijk cijfers.

 Maximaal 15.000 asielzoekers per jaar opvangen.

 Is dat een keiharde belofte?"
WON02440979,SPEAKER_03,920.2122241086588,929.9235993208829,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.6306736667113543," Kijk, dat moet je ook zien als een...

 Je moet ergens die stip op de horizon zetten.

 Als je geen getal noemt, blijf je in een situatie...

 zoals we de afgelopen jaren hebben gezeten."
WON02440979,SPEAKER_05,929.4821731748727,930.8404074702887,,,0.9274193548387096,Wybren van Haga,1.0714177453743914, Dus het is geen keiharde belofte?
WON02440979,SPEAKER_03,930.0933786078099,937.0203735144312,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.7009108830537977, Of het 15.001 zijn of 14.999 of 16.000...
WON02440979,SPEAKER_05,936.0016977928692,938.106960950764,,,0.9274193548387096,,1.045839538871095," Maar geen 25.000, zeg maar?"
WON02440979,SPEAKER_03,938.106960950764,956.9015280135823,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.542946102062621," Nou, we moeten kijken wat ons land aankan.

 Als wij de woningen niet hebben, als wij de huisartsen niet hebben...

 als we de leraren niet hebben...

 dan moet je wel gaan kijken wat het land aankan.

 Anders blijf je in deze situatie zitten.

 Dan krijg je ook de situatie dat mensen op het gras slapen in Ter Apel.

 Ook dat is inhumaan."
WON02440979,SPEAKER_05,956.578947368421,964.7453310696096,,,0.9274193548387096,Thierry Baudet,0.9780626641082187," Maar hoe kun je dat garanderen met een oorlog in de Oekraïne...

 met wat er nu in het Midden-Oosten aan de gang is, om maar wat te noemen?

 Hoe kun je dat garanderen?"
WON02440979,SPEAKER_03,964.7453310696096,1000.025466893039,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5436927617105802," Nou, kijk, wij zijn...

 De Dublin-akkoorden, bijvoorbeeld...

 Het Dublin-akkoord is dat je eigenlijk degene die asiel...

 waar je in het land aankomt, moet je asiel aanvragen.

 Daar is ook heel lang niet aan gehouden.

 En je kunt ook zeggen...

 Wij zeggen niet dat vluchtelingen niet welkom zijn.

 Alleen niet meer dan 15.000?

 Nee, omdat het gewoon niet...

 Het is niet vol te houden in Nederland.

 We hebben de opvangcapaciteit niet.

 Nogmaals, we hebben de leraren niet, we hebben de woningen niet.

 Maar als je aan die Dublin-akkoorden had gehouden de afgelopen jaren...

 dan had je mensen kunnen terugsturen naar het land...

 waar ze als eerste zijn aangekomen."
WON02440979,SPEAKER_03,1000.314091680815,1013.9983022071308,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.6266046162796339," Als je de buitengrenzen had versterkt van Europa...

 dat je daar de aanmeldcentra hebt, dat je daar de asielprocedures hebt...

 dan waren er ook niet zo veel mensen hier naartoe gekomen.

 Je moet het ook minder aantrekkelijk maken voor mensen...

 om voor Nederland te kiezen."
WON02440979,SPEAKER_05,1012.7758913412563,1021.9779286926996,,,0.9274193548387096,Thierry Baudet,1.005106228130337," Maar ik begrijp van u dat 15.000, dat getal, dat is een stip aan de horizon.

 Het is niet dat u zegt dat is een keiharde belofte."
WON02440979,SPEAKER_03,1021.893039049236,1023.132427843803,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,1.0259462111419804," Nee, kijk, als je er geen..."
WON02440979,SPEAKER_05,1022.3344651952461,1024.9830220713075,,,0.9274193548387096,Thierry Baudet,1.0226488244922058, Hier kunnen de mensen mij straks op afrekenen.
WON02440979,SPEAKER_03,1024.9830220713075,1040.9932088285232,Caroline van der Plas,Caroline van der Plas,0.6829268292682927,Caroline van der Plas,0.5679425226167437," Nou, kijk, als je geen getal noemt...

 dan blijf je gewoon dweilen met kraan open.

 En Pieter noemt ook een getal.

 Die pakt dan ook arbeidsmigranten en internationale studenten bij.

 Maar die zit denk ik helemaal niet zo ver af van ons getal.

 En dan heb je in ieder geval iets om over te praten...

 en dan kunnen we zaken doen."
WON02440979,SPEAKER_05,1029.4482173174874,1062.1307300509338,,,0.9274193548387096,Caroline van der Plas,0.878978430124305," Anderhalve week nog tot de verkiezingen.

 Heel hartelijk dank. Graag gedaan.

 En mijn volgende gast, die staat voor radicale keuzes.

 We moeten nu ingrijpen, Nederland anders organiseren, vindt ze...

 om de natuur te redden en de klimaatverandering te stoppen.

 Hartelijk welkom Esther Ouwehand. Dank u wel.

 Ga zitten. Uw reactie op mevrouw van der Plas..."
WON02440979,SPEAKER_05,1062.8777589134124,1070.7215619694398,,,0.9274193548387096,Frans Timmermans,1.0148202946517082," en wat zei zij over de veestapel en stikstof...

 en de strijd die zij wil aangaan om de boeren te helpen."
WON02440979,SPEAKER_05,1071.3327674023772,1077.835314091681,,,0.9274193548387096,Thierry Baudet,0.9956623201430961," Een heel ander standpunt dan dat van nu.

 Welke prijs betaalt Nederland als dat wat mevrouw van der Plas wil, gaat gebeuren?"
WON02440979,SPEAKER_01,1078.39558573854,1104.2190152801359,Esther Ouwehand,Esther Ouwehand,0.6140350877192983,Esther Ouwehand,0.4554659519162304," De prijs is nu al voelbaar.

 De afgelopen 20 jaar zijn we de helft van de boeren kwijtgeraakt...

 omdat zij dit systeem ook gewoon niet volhouden.

 De bodem gaat achteruit, het water is vervuild.

 We verliezen de biodiversiteit die je nodig hebt...

 voor de productie van voedsel in de toekomst.

 Wat er gebeurt is, is dat de belangen van de grote bedrijven...

 die aan die intensieve landbouw verdienen, zijn beschermd.

 En de boeren konden het eigenlijk ook niet volhouden."
WON02440979,SPEAKER_05,1104.320882852292,1109.9066213921901,,,0.9274193548387096,Geert Wilders,0.960835807704661," Maar wat u wilt, dat is een reductie van de veestapel met 75 procent."
WON02440979,SPEAKER_01,1104.5585738539899,1125.1358234295417,Esther Ouwehand,Esther Ouwehand,0.6140350877192983,Esther Ouwehand,0.49234189734705097," Ja, en dat zeggen we natuurlijk niet omdat we ons niet realiseren...

 dat dat voor boeren heel heftig is om om te moeten schakelen.

 Maar het is wel nodig om te zorgen voor gezond en betaalbaar voedsel voor iedereen.

 We kunnen niet de wereld en ook niet hier in Nederland mensen blijven voeden..."
WON02440979,SPEAKER_01,1125.4753820033957,1144.660441426146,Esther Ouwehand,Esther Ouwehand,0.6140350877192983,Esther Ouwehand,0.4308483706426237," als we voedsel blijven produceren via dieren, want dat is voedselverspilling.

 Dat is slecht voor het klimaat, slecht voor dierenwelzijn...

 slecht voor je waterkwaliteit, slecht voor de bodem.

 Dus we moeten omschakelen.

 En wat ik heel verdrietig vind, is dat het heeft ontbroken aan politieke moed...

 om die omschakeling te maken, waardoor boeren nu geconfronteerd worden..."
